id,title,path,studio,performers,resolution,resolution_tier,bitrate_mbps,duration_min,size_gb,is_vr,rating,play_count,o_counter,quality_score,can_upscale,target_resolution,processing_tier,recommendation
2640,A Very Personal Trainer,/data/recovered/recovery/recup_dir.221/f4004706240.mp4,BaDoinkVR,Jesse Pony,8192x4096,8K+,56.6,56.6,22.41,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2631,Zoom Call,/data/recovered/recovery/recup_dir.221/f3676307600.mp4,VR Conk,La Sirena 69,7680x3840,8K+,50.2,33.1,11.63,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2625,,/data/recovered/recovery/recup_dir.221/f3472352440.mp4,,,7680x3840,8K+,60.3,42.1,17.76,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2618,SIX A XXX Parody,/data/recovered/recovery/recup_dir.221/f3266055496.mp4,VRCosplayX,August Skye,8192x4096,8K+,59.8,47.2,19.71,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2613,African Princess,/data/recovered/recovery/recup_dir.221/f3138310224.mp4,VR Conk,Zaawaadi,7680x3840,8K+,45.3,38.7,12.26,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2614,Mortal Kombat: Jade (A Porn Parody),/data/recovered/recovery/recup_dir.221/f3164011552.mp4,VR Conk,Nicole Kitt,8192x4096,8K+,60.9,47.6,20.25,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2612,Thick & Juicy,/data/recovered/recovery/recup_dir.221/f3104915680.mp4,VR Bangers,"Sara Jay, Sam Shock",7680x3840,8K+,44.7,51.0,15.92,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2609,Ebony Temptress Maid,/data/recovered/recovery/recup_dir.221/f2982020976.mp4,RealJamVR,Kona Jade,8192x4096,8K+,65.4,42.7,19.51,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2600,"Let Me Teach You, Baby!",/data/recovered/recovery/recup_dir.221/f2659516432.mp4,VR Bangers,Misty Stone,7680x3840,8K+,44.8,41.8,13.1,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2604,One Night Stand with Kira Noir,/data/recovered/recovery/recup_dir.221/f2778599808.mp4,VR Bangers,Kira Noir,7680x3840,8K+,50.3,48.1,16.89,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2595,Bubble-butt babe Lily Starfire jiggles her ass just for you,/data/library/Library/Jellyfin/VR/psexlilyjuan_8kvr265.mp4,PSE Porn Star Experience,"Lily Starfire, Juan El Caballo Loco",8192x4096,8K+,83.8,35.8,20.96,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2589,,/data/library/Library/Jellyfin/2D/victoria_june_jules_jordan_4k.mp4,Jules Jordan,"Jules Jordan, Victoria June",3840x2160,4K,24.0,28.7,4.81,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2579,Big-Titted Goddess Nikki Benz Fulfills Your POV Fantasy,/data/library/Library/Jellyfin/2D/nikki_benz_jules_jordan_4k.mp4,Jules Jordan,"Jules Jordan, Nikki Benz",3840x2160,4K,24.5,27.3,4.67,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2577,,/data/library/Library/Jellyfin/2D/kira_noir_manuel_ferrara_4k.mp4,,,3840x2160,4K,24.2,30.6,5.17,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2570,Busty French Minx Diana Lawrence Worships Manuel Ferrara’s Cock,/data/library/Library/Jellyfin/2D/diana_lawrence_manuel_ferrara_4k.mp4,Jules Jordan,"Manuel Ferrara, Diana Lawrence",3840x2160,4K,24.0,32.9,5.52,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2568,Manuel The Milfomaniac Enters Bridgette B's Ass,/data/library/Library/Jellyfin/2D/bridgette_b_manuel_ferrara_4k.mp4,Jules Jordan,"Manuel Ferrara, Bridgette B",3840x2160,4K,24.0,36.6,6.13,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2564,,/data/library/Library/Jellyfin/2D/Xvideos_interracial_pov_~_scott_stark_~_ebony_goddess_loves_to_fuck_4K.mp4,,,3840x2160,4K,8.1,27.4,1.55,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2563,,/data/library/Library/Jellyfin/2D/Xvideos_gia_milana_sensual_deep_pov_-_firstclasspov_4k_4K.mp4,First Class POV,,3840x2160,4K,8.1,31.9,1.81,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2562,,/data/recovered/recovery/recup_dir.14/f912791840.mp4,,,8192x4096,8K+,84.2,39.2,23.03,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2560,Lily Starfire Shows Off Anal Sex,/data/recovered/recovery/recup_dir.14/f823716832.mp4,PornCornVR,Lily Starfire,7680x3840,8K+,22.3,48.5,7.54,True,0,0,0,80.0,False,,skip,Already 8K - no upscale needed
2561,When September Comes,/data/recovered/recovery/recup_dir.14/f885299672.mp4,VRHush,"September Reign, Mike Mancini",7680x3840,8K+,43.0,43.7,13.11,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2539,,/data/recovered/hot-luscious-queen_1080p.mp4,,,1440x1080,720p,4.7,26.7,0.88,False,0,0,0,55.0,False,1080p,skip,720p 2D - use FFmpeg lanczos (AI overkill)
2516,Save the Pussies,/data/recovered/f2578305832.mp4,BaDoinkVR,August Skye,8192x4096,8K+,58.5,53.2,21.74,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2510,No Panties is Sexy,/data/recovered/f2387594432.mp4,Czech VR,Ria Sunn,7680x3840,8K+,60.3,52.8,22.25,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2511,This Ass Needs Your Cum,/data/recovered/f2434264536.mp4,Czech VR,Mih Ninfetinha,7680x3840,8K+,60.3,48.2,20.32,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2509,Saving Oktoberfest,/data/recovered/f2344900648.mp4,Czech VR,Texas Patti,7680x3840,8K+,60.3,48.3,20.36,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2501,Mind-Blowing Creampie For The Horny Bombshell Cameron Cohen,/data/recovered/f2015651416.mp4,Mr. LuckyRaw,"Tyler D., Cameron Cohen",3840x2160,4K,19.5,27.9,3.81,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2502,Sizi Sev Mega Facial,/data/recovered/f2023633504.mp4,First Class POV,Sizi Sev,3840x2160,4K,16.1,27.7,3.12,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2495,,/data/recovered/f1947508016.mp4,,,3840x2160,4K,19.5,33.1,4.51,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2497,,/data/recovered/f1965713304.mp4,,,3840x2160,4K,19.5,18.7,2.55,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2499,,/data/recovered/f1976475152.mp4,,,3840x2160,4K,19.8,29.3,4.05,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2496,Arabelle Raphael Delivers A Sensual Blowjob In The Shower,/data/recovered/f1953854768.mp4,Dr. Daddy POV,"Arabelle Raphael, Chad Alva",3840x2160,4K,19.5,15.5,2.11,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2498,Arabelle Raphael Enjoys Rough Anal Sex And Swallowing Cum,/data/recovered/f1971066360.mp4,Dr. Daddy POV,Arabelle Raphael,3840x2160,4K,19.6,18.9,2.58,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2500,"While we're Fucking, your Boyfriend's a Ghost",/data/recovered/f1984968088.mp4,Hunt 4K,"Lexi Love, Charlie Dean",3840x2160,4K,54.2,38.7,14.63,False,0,0,0,80.0,False,,skip,Already 4K - no upscale needed for 2D
2490,,/data/recovered/f1887684720.mp4,,,3840x2160,4K,19.5,26.9,3.67,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2491,,/data/recovered/f1895391160.mp4,,,3840x2160,4K,19.6,19.7,2.69,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2492,,/data/recovered/f1904410152.mp4,,,3840x2160,4K,19.4,26.9,3.64,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2493,,/data/recovered/f1912051672.mp4,,,3840x2160,4K,19.4,26.6,3.6,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2494,,/data/recovered/f1917777880.mp4,,,3840x2160,4K,19.6,29.7,4.08,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2486,,/data/recovered/f1861570944.mp4,,,3840x2160,4K,19.9,33.1,4.6,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2489,Lenina Crowne Takes A Huge Cock And Receives A Creampie,/data/recovered/f1880424840.mp4,First Class POV,"Lenina Crowne, Max Dior",3840x2160,4K,19.2,25.8,3.46,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2485,,/data/recovered/f1855715712.mp4,,,3840x2160,4K,15.2,32.7,3.46,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2484,Gia DiMarco Shows Off Her Lushful Bush And Tight Pussy Behind The Scenes,/data/recovered/f1849818656.mp4,Mr. LuckyRaw,Gia DiMarco,3840x2160,4K,15.2,26.5,2.81,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2483,"Raw Hot Fucking, Sucking and Cum Eating With Sexy Nicole Doshi",/data/recovered/f1842450016.mp4,Nicole Doshi,"Tyler D., Nicole Doshi",3840x2160,4K,19.0,26.4,3.51,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2479,Ebony Sizi Sev Awesome Handjob,/data/recovered/f1799794120.mp4,First Class POV,Sizi Sev,3840x2160,4K,16.2,16.4,1.85,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2482,La Sirena Shows Off Her Anal Creampie,/data/recovered/f1832402024.mp4,Mr. LuckyRaw,"La Sirena 69, Tyler D.",3840x2160,4K,15.2,23.6,2.51,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2478,Neighbor fuck 4K,/data/recovered/f1790802600.mp4,Spizoo,Krissy Lynn,3840x2160,4K,16.2,30.8,3.48,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2474,Valentina Nappi Takes Your Virginity,/data/recovered/f1774547104.mp4,Spizoo,Valentina Nappi,3840x2160,4K,16.2,31.1,3.52,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2472,,/data/recovered/f1754785088.mp4,,,3840x2160,4K,19.0,26.4,3.51,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2473,,/data/recovered/f1759016256.mp4,,,3840x2160,4K,19.6,28.9,3.96,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2470,Hazel Grace Looks Prettiest With Thick Cum On Juicy Ass,/data/recovered/f1726104616.mp4,Mr. LuckyRaw,"Tyler D., Hazel Grace",3840x2160,4K,19.0,21.9,2.9,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2469,Kira Perez Is A Sexy Brunette Slut,/data/recovered/f1716437440.mp4,Mr. LuckyRaw,"Tyler D., Kira Perez",3840x2160,4K,19.6,33.6,4.61,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2471,Tru Kait Is a Pretty Pussy,/data/recovered/f1732187296.mp4,Mr. LuckyRaw,"Tyler D., Tru Kait",3840x2160,4K,19.6,21.4,2.92,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2468,Noemie Bilas Loves Anal 4k,/data/recovered/f1707943592.mp4,First Class POV,"Noemie Bilas, Mark White",3840x2160,4K,16.0,36.2,4.05,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2461,,/data/recovered/erika-vution-rocked-my-cock_1080p.mp4,,,1440x1080,720p,3.7,44.2,1.15,False,0,0,0,55.0,False,1080p,skip,720p 2D - use FFmpeg lanczos (AI overkill)
2459,,/data/recovered/Xvideos_white_cock_slut_jezabel_vessir_HD.mp4,,Jezabel Vessir,1280x720,720p,1.3,6.2,0.06,False,0,0,0,55.0,False,1080p,skip,720p 2D - use FFmpeg lanczos (AI overkill)
2460,Erika got some ASS,/data/recovered/erika-got-some-ass_1080p.mp4,Ball Honeys,Erika Vuiton,1440x1080,720p,5.6,32.0,1.24,False,0,0,0,55.0,False,1080p,skip,720p 2D - use FFmpeg lanczos (AI overkill)
2454,,/data/recovered/Xvideos_sexy_black_girl_with_all_the_confidence_in_the_world_having_squirting_orgasms_from_a_guy_she_just_me_4K.mp4,,,3840x2160,4K,8.1,62.4,3.52,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2452,,/data/recovered/Xvideos_pervcity_double_ebony_blowjob_harley_dean_jezabel_vessir_HD.mp4,,"Harley Dean, Jezabel Vessir",1280x720,720p,1.3,10.6,0.1,False,0,0,0,55.0,False,1080p,skip,720p 2D - use FFmpeg lanczos (AI overkill)
2447,,/data/recovered/Xvideos_huge_tits_blonde_victoria_june_squirting_hardcore_pov_threesome_-_squirting_fun_4K.mp4,,Victoria June,3840x2160,4K,8.1,35.7,2.02,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2448,,/data/recovered/Xvideos_huge_tits_latina_goddess_victoria_june_gushes_in_pov_-_squirting_fun_4k_4K.mp4,,Victoria June,3840x2160,4K,8.1,19.0,1.07,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2444,,/data/recovered/Xvideos_freckle_lemonade_hardcore_4K.mp4,Freckle Lemonade,Freckle Lemonade,3840x2160,4K,8.1,24.2,1.37,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2445,,/data/recovered/Xvideos_frecklemonade_3way_4K.mp4,,,3840x2160,4K,8.1,26.3,1.49,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2393,,/data/library/recup_dir.4/f6324031272.mp4,,,3840x2160,4K,8.1,41.5,2.35,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2396,,/data/library/recup_dir.4/f6333058768.mp4,,,3840x2160,4K,8.1,21.0,1.19,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2388,,/data/library/recup_dir.4/f6266099840.mp4,,,8000x4000,8K+,17.1,65.1,7.8,True,0,0,0,80.0,False,,skip,Already 8K - no upscale needed
2389,,/data/library/recup_dir.4/f6283096216.mp4,,,7680x3840,8K+,11.7,40.3,3.29,True,0,0,0,75.0,False,,skip,Already 8K - no upscale needed
2376,,/data/library/recup_dir.4/f6091240184.mp4,,,3840x2160,4K,19.6,20.3,2.77,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2377,,/data/library/recup_dir.4/f6104427032.mp4,,,3840x2160,4K,19.6,31.5,4.32,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2378,,/data/library/recup_dir.4/f6113990992.mp4,,,3840x2160,4K,19.6,30.1,4.12,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2379,,/data/library/recup_dir.4/f6116608392.mp4,,,3840x2160,4K,19.7,32.4,4.46,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2380,,/data/library/recup_dir.4/f6139461360.mp4,,,3840x2160,4K,17.9,66.7,8.33,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2374,,/data/library/recup_dir.4/f6050351544.mp4,,,3840x2160,4K,19.6,36.4,4.98,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2375,,/data/library/recup_dir.4/f6076732352.mp4,,,3840x2160,4K,19.7,30.8,4.25,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2369,,/data/library/recup_dir.4/f5755711896.mp4,,,3840x2160,4K,8.1,33.2,1.88,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2366,,/data/library/recup_dir.4/f5729997040.mp4,,,3840x2160,4K,19.6,27.6,3.78,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2367,Cuck Cancellation,/data/library/recup_dir.4/f5740163936.mp4,Brazzers VR,"Xander Corvus, Kira Noir",7680x3840,8K+,11.7,40.3,3.29,True,0,0,0,75.0,False,,skip,Already 8K - no upscale needed
2364,,/data/library/recup_dir.4/f5709007504.mp4,,,3840x2160,4K,16.5,2.3,0.27,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2360,,/data/library/recup_dir.4/f5654218032.mp4,,,3840x2160,4K,19.6,25.2,3.44,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2361,,/data/library/recup_dir.4/f5656697248.mp4,,,3840x2160,4K,19.6,26.1,3.57,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2363,,/data/library/recup_dir.4/f5706910480.mp4,,,3840x2160,4K,8.1,31.4,1.77,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2357,,/data/library/recup_dir.4/f5608705584.mp4,,,3840x2160,4K,19.4,31.1,4.22,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2358,,/data/library/recup_dir.4/f5612893104.mp4,,,3840x2160,4K,19.4,38.2,5.18,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2359,,/data/library/recup_dir.4/f5645748736.mp4,,,3840x2160,4K,16.0,23.6,2.64,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2317,Gleam Like Nacci,/data/library/_recovered/recup_dir.1/f416742576.mp4,Exotic4K,"Nia Nacci, Logan Long",3840x2160,4K,24.7,30.3,5.22,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2316,Every Hole,/data/library/_recovered/recup_dir.1/f410638552_ftyp.mov,Exotic4K,Cherry Hilson,4096x2160,4K,15.3,27.3,2.91,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2310,Hot Anal for Breakfast from Jewelz Blu,/data/library/_recovered/recup_dir.1/f229384416.mp4,RealJamVR,"Jewelz Blu, Nick Strokes",8192x4096,8K+,65.6,45.1,20.65,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2303,A Simple Hot POV With Cherie 4k,/data/library/_recovered/recup_dir.1/f1588298928.mp4,First Class POV,Cherie DeVille,3840x2160,4K,15.2,24.7,2.61,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2300,,/data/library/_recovered/recup_dir.1/f1040481840.mp4,,,8192x4096,8K+,66.6,24.6,11.45,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2286,Pop That Pussy,/data/library/Library/Jellyfin/2D/VR Bangers/Pop That Pussy (2021)/Pop That Pussy (2021).mp4,VR Bangers,Honey Dipp,7680x3840,8K+,45.3,57.3,18.11,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2285,,/data/library/Library/Jellyfin/2D/Unknown/homemade pussy vs stepsis real pussy_2160p/homemade pussy vs stepsis real pussy_2160p.mp4,Unknown,,3840x2160,4K,11.8,21.5,1.77,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2272,,/data/library/Library/Jellyfin/2D/Unknown/f3785614400/f3785614400.mp4,Unknown,,7680x3840,8K+,45.3,39.9,12.64,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2270,,/data/library/Library/Jellyfin/2D/Unknown/f3545849200/f3545849200.mp4,Unknown,,8192x4096,8K+,30.2,53.2,11.22,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2271,,/data/library/Library/Jellyfin/2D/Unknown/f3728624328/f3728624328.mp4,Unknown,,7680x3840,8K+,45.3,32.7,10.35,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2265,,/data/library/Library/Jellyfin/2D/Unknown/f2098048112/f2098048112.mp4,Unknown,,3840x2160,4K,19.5,27.6,3.76,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2266,,/data/library/Library/Jellyfin/2D/Unknown/f2099051504/f2099051504.mp4,Unknown,,3840x2160,4K,19.5,25.3,3.45,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2267,,/data/library/Library/Jellyfin/2D/Unknown/f2146196288/f2146196288.mp4,Unknown,,3840x2160,4K,18.9,28.1,3.7,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2260,,/data/library/Library/Jellyfin/2D/Unknown/f1929275720/f1929275720.mp4,Unknown,,3840x2160,4K,19.3,29.4,3.96,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2261,,/data/library/Library/Jellyfin/2D/Unknown/f1931389256/f1931389256.mp4,Unknown,,3840x2160,4K,19.5,29.6,4.04,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2253,,/data/library/Library/Jellyfin/2D/Unknown/f1747056368/f1747056368.mp4,Unknown,,3840x2160,4K,19.4,24.6,3.34,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2252,,/data/library/Library/Jellyfin/2D/Unknown/f1690315352/f1690315352.mp4,Unknown,,3840x2160,4K,16.1,28.3,3.19,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2249,,/data/library/Library/Jellyfin/2D/Unknown/f1670469928/f1670469928.mp4,Unknown,,3840x2160,4K,15.2,42.7,4.53,False,0,0,0,70.0,False,,skip,Already 4K - no upscale needed for 2D
2244,,/data/library/Library/Jellyfin/2D/Unknown/f14121760/f14121760.mp4,Unknown,,8192x4096,8K+,30.2,47.6,10.03,True,0,0,0,85.0,False,,skip,Already 8K - no upscale needed
2245,,/data/library/Library/Jellyfin/2D/Unknown/f1483018224/f1483018224.mp4,Unknown,,8192x4096,8K+,87.7,71.5,43.79,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2241,,/data/library/Library/Jellyfin/2D/Unknown/f1165734648/f1165734648.mp4,Unknown,,8192x4096,8K+,109.0,35.7,27.14,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2242,,/data/library/Library/Jellyfin/2D/Unknown/f1234883992/f1234883992.mp4,Unknown,,8192x4096,8K+,125.3,69.1,60.53,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2243,,/data/library/Library/Jellyfin/2D/Unknown/f1357437232/f1357437232.mp4,Unknown,,8192x4096,8K+,125.3,70.1,61.32,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2240,,/data/library/Library/Jellyfin/2D/Unknown/f1061905968/f1061905968.mp4,Unknown,,8192x4096,8K+,124.6,22.7,19.79,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
2237,,/data/library/Library/Jellyfin/2D/Unknown/Xvideos_interracial_pov_~_scott_stark_~_ebony_goddess_loves_to_fuck_4K/Xvideos_interracial_pov_~_scott_stark_~_ebony_goddess_loves_to_fuck_4K.mp4,Unknown,,3840x2160,4K,3.9,27.4,0.75,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2236,,/data/library/Library/Jellyfin/2D/Unknown/Xvideos_gia_milana_sensual_deep_pov_ _firstclasspov_4k_4K/Xvideos_gia_milana_sensual_deep_pov_ _firstclasspov_4k_4K.mp4,First Class POV,,3840x2160,4K,3.9,31.9,0.87,False,0,0,0,65.0,False,,skip,Already 4K - no upscale needed for 2D
2234,592 No Panties Is Sexy,/data/library/Library/Jellyfin/2D/CzechVR/592 No Panties Is Sexy (2023)/592 No Panties Is Sexy (2023).mp4,CzechVR,Ria Sunn,7680x3840,8K+,50.4,52.8,18.6,True,0,0,0,90.0,False,,skip,Already 8K - no upscale needed
